identifier	precision	rs_classification	probas
Orphanet:138063	medium	02-disease-root	[0.0015882494569777722, 0.9983857031164628, 2.604742655934099e-05]
Orphanet:138066	medium	02-disease-root	[0.0014863723628408185, 0.9985122922918648, 1.3353452943860805e-06]
Orphanet:1381	medium	02-disease-root	[0.001369934091539599, 0.9986293317143775, 7.341940826987639e-07]
Orphanet:1383	medium	02-disease-root	[0.0012075527061333282, 0.9987911799270577, 1.2673668090032385e-06]
Orphanet:1387	high	01-disease-subtype	[0.9997173545620156, 0.0002822364213316926, 4.0901665257453924e-07]
Orphanet:1389	medium	02-disease-root	[0.0005442669637041198, 0.9994555221607277, 2.1087556805122907e-07]
Orphanet:1390	medium	02-disease-root	[8.70818130729464e-05, 0.9999118280000285, 1.0901868985039713e-06]
Orphanet:139027	low	03-disease-area	[1.091320366427209e-06, 0.0005661662608518705, 0.9994327424187817]
Orphanet:139030	low	03-disease-area	[3.4580094301533216e-07, 0.001638883895084028, 0.998360770303973]
Orphanet:1393	high	01-disease-subtype	[0.9986449494183454, 0.0013496397818780082, 5.410799776621582e-06]
Orphanet:139373	high	01-disease-subtype	[0.9991658806874408, 0.0008114672891369687, 2.2652023422294153e-05]
Orphanet:139380	high	01-disease-subtype	[0.9993222991766174, 0.0006776875717733258, 1.3251609253312291e-08]
Orphanet:1394	high	01-disease-subtype	[0.9983959679927712, 0.0015999965687461, 4.0354384826934565e-06]
Orphanet:139441	medium	02-disease-root	[0.00045981847454807734, 0.9995392552317129, 9.262937390527897e-07]
Orphanet:139450	medium	02-disease-root	[0.0004991456587894312, 0.9995004099228946, 4.4441831605712955e-07]
Orphanet:139480	high	01-disease-subtype	[0.9998714255379437, 0.0001285391855513952, 3.527650497892335e-08]
Orphanet:139518	high	01-disease-subtype	[0.9986959098241515, 0.0012932594587236374, 1.083071712474546e-05]
Orphanet:139536	high	01-disease-subtype	[0.9993784477230016, 0.0006129938112542878, 8.558465744150847e-06]
Orphanet:139583	medium	02-disease-root	[0.0017884477777255845, 0.9982006549086202, 1.0897313654294622e-05]
Orphanet:1396	medium	02-disease-root	[0.0011384105408526273, 0.9988460491684192, 1.554029072816756e-05]
Orphanet:1397	medium	02-disease-root	[0.0007134927825273533, 0.9992685605524894, 1.7946664983184302e-05]
Orphanet:140162	low	03-disease-area	[8.072968207827953e-06, 2.2836467517998358e-05, 0.9999690905642741]
Orphanet:140436	high	01-disease-subtype	[0.9972260735664706, 0.0018852809034307424, 0.0008886455300986049]
Orphanet:140462	medium	02-disease-root	[0.0017667174631602507, 0.998104549748866, 0.0001287327879739079]
Orphanet:1408	high	01-disease-subtype	[0.9967833841781473, 0.0032130102565242165, 3.6055653285420416e-06]
Orphanet:1409	high	01-disease-subtype	[0.9970933682374098, 0.002896260966578315, 1.0370796011919524e-05]
Orphanet:140927	high	01-disease-subtype	[0.9984700829189699, 0.0015291697186324432, 7.473623977259219e-07]
Orphanet:140944	high	01-disease-subtype	[0.998844179084062, 0.0011558148385739176, 6.07736397451744e-09]
Orphanet:140952	medium	02-disease-root	[0.000512503233065092, 0.9994874387057125, 5.8061222294550874e-08]
Orphanet:140963	medium	02-disease-root	[0.0017995618537306139, 0.9981990861214075, 1.3520248618290405e-06]
Orphanet:141000	high	01-disease-subtype	[0.9992801162450442, 0.0007198339453538914, 4.980960193550091e-08]
Orphanet:141007	high	01-disease-subtype	[0.9997758805976893, 0.00022409304143731798, 2.636087343049077e-08]
Orphanet:1414	high	01-disease-subtype	[0.9992822518843583, 0.0007160042605909033, 1.7438550507644387e-06]
Orphanet:1422	high	01-disease-subtype	[0.9992223301746231, 0.0007773808974138887, 2.889279629361508e-07]
Orphanet:1425	high	01-disease-subtype	[0.9987180260553778, 0.001281970133749433, 3.810872612239173e-09]
Orphanet:1428	high	01-disease-subtype	[0.9990451269400251, 0.0009547912321670324, 8.182780795689283e-08]
Orphanet:1429	medium	02-disease-root	[0.0020957315613902953, 0.9979025180734858, 1.7503651239072138e-06]
Orphanet:1433	medium	02-disease-root	[0.0008646738477487327, 0.9991349295405925, 3.966116587430817e-07]
Orphanet:1434	high	01-disease-subtype	[0.9973562832545224, 0.002545594856124621, 9.812188935275543e-05]
Orphanet:1435	high	01-disease-subtype	[0.9991876599272728, 0.0008100079971270206, 2.3320756002496715e-06]
Orphanet:1436	high	01-disease-subtype	[0.9995249400816429, 0.00046438272698225136, 1.0677191374713566e-05]
Orphanet:145	medium	02-disease-root	[0.0011578402369435768, 0.9988421582624643, 1.5005922362010208e-09]
Orphanet:1454	high	01-disease-subtype	[0.9999998063896722, 1.9298285657392285e-07, 6.274713805095208e-10]
Orphanet:1460	high	01-disease-subtype	[0.9987446015704046, 0.001254992374580344, 4.0605501518714716e-07]
Orphanet:1471	medium	02-disease-root	[0.0007338841771106505, 0.9992656796822807, 4.361406086070299e-07]
Orphanet:1473	medium	02-disease-root	[0.0008884321725564613, 0.9991113358787899, 2.3194865371498665e-07]
Orphanet:1479	high	01-disease-subtype	[0.9989589245127942, 0.0010392155525146861, 1.8599346912334488e-06]
Orphanet:1484	medium	02-disease-root	[0.0012191518479538438, 0.9987807876828737, 6.046917259629187e-08]
Orphanet:1485	high	01-disease-subtype	[0.9989455710846911, 0.0010541770830584242, 2.518322504615298e-07]
Orphanet:1486	high	01-disease-subtype	[0.999532215249861, 0.00046597420798018865, 1.8105421589770655e-06]
Orphanet:1490	high	01-disease-subtype	[0.9998901292381318, 0.00010986607722831627, 4.684640025006905e-09]
Orphanet:1495	high	01-disease-subtype	[0.9996648712845888, 0.00033505683907657187, 7.187633470844532e-08]
Orphanet:1496	high	01-disease-subtype	[0.9987398088309758, 0.0012600781150195327, 1.1305400454517107e-07]
Orphanet:1506	high	01-disease-subtype	[0.9980293288404559, 0.0019691772761714593, 1.4938833726365178e-06]
Orphanet:1514	medium	02-disease-root	[0.00048293606319542963, 0.9994165439692765, 0.00010051996752813125]
Orphanet:1517	high	01-disease-subtype	[0.9985774580234182, 0.0014225381926787856, 3.783902811373916e-09]
Orphanet:1519	high	01-disease-subtype	[0.9999895994983837, 8.615678978255546e-07, 9.538933718286407e-06]
Orphanet:1520	high	01-disease-subtype	[0.9999300987118547, 6.981660038748571e-05, 8.468775776310719e-08]
Orphanet:1521	high	01-disease-subtype	[0.9962808012767952, 0.0037114571148949877, 7.74160830998864e-06]
Orphanet:1530	medium	02-disease-root	[0.00033178082406298115, 0.9996659074350693, 2.3117408676708695e-06]
Orphanet:1532	medium	02-disease-root	[0.0017420943849354095, 0.9982574235225957, 4.82092468801497e-07]
Orphanet:1533	medium	02-disease-root	[0.0011374100699070486, 0.9988470391690788, 1.5550761014244065e-05]
Orphanet:1538	high	01-disease-subtype	[0.9970096076145075, 0.0029891679666492104, 1.224418843289861e-06]
Orphanet:1541	medium	02-disease-root	[0.0022718553277903306, 0.9977223395101722, 5.8051620374475605e-06]
Orphanet:1545	high	01-disease-subtype	[0.9968054702433673, 0.003194147013862389, 3.8274277034775275e-07]
Orphanet:1547	medium	02-disease-root	[9.625801553594759e-06, 0.999980215889423, 1.01583090235492e-05]
Orphanet:1548	medium	02-disease-root	[0.0006979499117079143, 0.9992957483468584, 6.301741433791595e-06]
Orphanet:1555	medium	02-disease-root	[0.0021758469967666848, 0.9978238813451824, 2.7165805091795005e-07]
Orphanet:156005	medium	02-disease-root	[0.0017739119428255117, 0.998157012356942, 6.907570023250302e-05]
Orphanet:1562	high	01-disease-subtype	[0.9997487328128921, 0.0002481240428308371, 3.1431442770599174e-06]
Orphanet:156202	high	01-disease-subtype	[0.9964850362605219, 0.003479521648204915, 3.544209127308895e-05]
Orphanet:156237	low	03-disease-area	[9.311203804371389e-06, 0.0005226365425954723, 0.9994680522536002]
Orphanet:156532	medium	02-disease-root	[4.9722488795763606e-05, 0.9974989198983303, 0.0024513576128739885]
Orphanet:1566	medium	02-disease-root	[0.0015300665702258978, 0.9984696242158636, 3.092139105835857e-07]
Orphanet:156601	low	03-disease-area	[1.4226696037376508e-09, 1.4041950269441027e-07, 0.9999998581578277]
Orphanet:156610	low	03-disease-area	[8.808733591508961e-08, 6.9841273481457865e-06, 0.999992927785316]
Orphanet:156619	low	03-disease-area	[5.542442527516925e-09, 2.2816914729932555e-07, 0.9999997662884101]
Orphanet:156622	low	03-disease-area	[4.420160384146496e-07, 3.912572577189331e-05, 0.9999604322581898]
Orphanet:156638	low	03-disease-area	[2.2632522057249938e-11, 4.6295540212378906e-08, 0.9999999536818273]
Orphanet:1568	high	01-disease-subtype	[0.9999020223640284, 9.796928854600276e-05, 8.347425731320999e-09]
Orphanet:1573	medium	02-disease-root	[0.0022534733096158366, 0.9977464273955146, 9.929486951342033e-08]
Orphanet:1574	high	01-disease-subtype	[0.9982109574671986, 0.0017882331141411381, 8.094186604041732e-07]
Orphanet:1578	high	01-disease-subtype	[0.9993781087661251, 0.0006213216454347111, 5.695884402195066e-07]
Orphanet:157962	high	01-disease-subtype	[0.9995407053828246, 0.0004591344220721125, 1.6019510332313769e-07]
Orphanet:158	high	01-disease-subtype	[0.9999980819322417, 1.9113516990937664e-06, 6.716059114039324e-09]
Orphanet:158029	medium	02-disease-root	[0.0018255984651201422, 0.9981392222657438, 3.5179269135935526e-05]
Orphanet:158038	medium	02-disease-root	[0.0005014482935920022, 0.9986646764644471, 0.0008338752419608604]
Orphanet:158300	low	03-disease-area	[2.8509242343170047e-09, 5.4638211992435087e-08, 0.9999999425108639]
Orphanet:158665	high	01-disease-subtype	[0.9985774507078323, 0.0005815752298240258, 0.0008409740623436481]
Orphanet:158681	high	01-disease-subtype	[0.9999448425780738, 5.4866200084876835e-05, 2.9122184139282195e-07]
Orphanet:158684	high	01-disease-subtype	[0.9999436609366827, 5.6322460375570884e-05, 1.660294165487744e-08]
Orphanet:1598	high	01-disease-subtype	[0.9998534737426005, 0.00014650487730158865, 2.1380097929178058e-08]
Orphanet:16	high	01-disease-subtype	[0.9993283709592932, 0.0006716166056771713, 1.2435029653702213e-08]
Orphanet:1606	high	01-disease-subtype	[0.9994307471936954, 0.0005692423813037683, 1.0425000617701545e-08]
Orphanet:163209	low	03-disease-area	[0.0011175324494034939, 0.001574555057938258, 0.9973079124926582]
Orphanet:163631	medium	02-disease-root	[0.0008062711047117183, 0.9983561591190022, 0.0008375697762858794]
Orphanet:163649	medium	02-disease-root	[0.0024888299804371647, 0.9975105319335549, 6.380860080607984e-07]
Orphanet:163681	high	01-disease-subtype	[0.9966748887854905, 0.003322317525999238, 2.793688510265289e-06]
Orphanet:163684	medium	02-disease-root	[0.0015124004762976746, 0.9984783346843482, 9.264839354237891e-06]
Orphanet:163690	high	01-disease-subtype	[0.9995300203633382, 0.0004699794497755115, 1.8688630457847837e-10]
Orphanet:163696	high	01-disease-subtype	[0.999679827263672, 0.0003194733389045938, 6.993974233939103e-07]
Orphanet:163721	medium	02-disease-root	[0.0030025424643480357, 0.9969974504110677, 7.124584385893102e-09]
Orphanet:163727	medium	02-disease-root	[0.001360906362893044, 0.9986389510045401, 1.4263256689897655e-07]
Orphanet:163746	high	01-disease-subtype	[0.9999874937993461, 1.2475146893801153e-05, 3.105376009884229e-08]
Orphanet:163937	high	01-disease-subtype	[0.9997202159282305, 0.00027978157767046105, 2.4940989443042493e-09]
Orphanet:163956	medium	02-disease-root	[0.0009009499722291847, 0.999098728681349, 3.2134642178452243e-07]
Orphanet:163979	medium	02-disease-root	[0.0008185011316563761, 0.9991814375170334, 6.135131027254354e-08]
Orphanet:163982	medium	02-disease-root	[0.001818337831085431, 0.998181659530148, 2.638766340017403e-09]
Orphanet:163985	high	01-disease-subtype	[0.9999493460915093, 5.0651884572709386e-05, 2.023918001717573e-09]
Orphanet:163988	medium	02-disease-root	[0.003033929655083147, 0.9969660169526257, 5.3392291125558807e-08]
Orphanet:164001	medium	02-disease-root	[2.9024341710398544e-08, 0.998604850857252, 0.0013951201184062055]
Orphanet:164736	medium	02-disease-root	[0.0015789029188053832, 0.9984193002519113, 1.7968292833969177e-06]
Orphanet:1654	medium	02-disease-root	[0.0008653762111692465, 0.9991345337571483, 9.003168233245148e-08]
Orphanet:1655	high	01-disease-subtype	[0.9964665243698589, 0.0034707314499812184, 6.274418015983858e-05]
Orphanet:165652	low	03-disease-area	[1.2606823328482673e-07, 2.0431782315282848e-05, 0.9999794421494514]
Orphanet:165655	low	03-disease-area	[8.37121841681606e-08, 2.7015677427775023e-05, 0.9999729006103879]
Orphanet:165661	low	03-disease-area	[0.00042980981599773137, 0.0008257196091670512, 0.9987444705748352]
Orphanet:1658	medium	02-disease-root	[0.001571722386726408, 0.9984267280540375, 1.5495592362487313e-06]
Orphanet:166035	high	01-disease-subtype	[0.9999779253009511, 2.2064737235777682e-05, 9.961813008117127e-09]
Orphanet:166078	high	01-disease-subtype	[0.9999731322598054, 2.684459223295846e-05, 2.3147961476934263e-08]
Orphanet:166081	high	01-disease-subtype	[0.9995979010208961, 0.0004020695339594093, 2.944514446887517e-08]
Orphanet:166100	high	01-disease-subtype	[0.9999999253481151, 7.424127674047394e-08, 4.106082191965733e-10]
Orphanet:166113	high	01-disease-subtype	[0.9971841530755328, 0.002811064361541479, 4.782562925765685e-06]
Orphanet:1662	medium	02-disease-root	[0.0012131127487222336, 0.9987868486356778, 3.8615600032574834e-08]
Orphanet:166277	high	01-disease-subtype	[0.9993960538875534, 0.0006039248483877097, 2.1264058725716282e-08]
Orphanet:166305	medium	02-disease-root	[0.0020652817374596706, 0.9979339677293045, 7.505332357944655e-07]
Orphanet:166466	medium	02-disease-root	[0.0003363279140075402, 0.9992017625430365, 0.0004619095429559887]
Orphanet:166472	low	03-disease-area	[0.00010703487270678027, 0.00036035241874662465, 0.9995326127085465]
Orphanet:166475	medium	02-disease-root	[3.8035351050691466e-07, 0.9987760200255673, 0.0012235996209221563]
Orphanet:166478	low	03-disease-area	[0.0001254897456562968, 0.0006352237209722269, 0.9992392865333715]
Orphanet:166487	medium	02-disease-root	[0.0017069262847897609, 0.9982921554157344, 9.182994760237951e-07]
Orphanet:167	high	01-disease-subtype	[0.999998558196884, 1.4411422042768759e-06, 6.60911775073948e-10]
Orphanet:167762	medium	02-disease-root	[0.0010514737891775881, 0.9989460727076862, 2.4535031361915254e-06]
Orphanet:168443	medium	02-disease-root	[0.002556738274381231, 0.9974432482591232, 1.3466495583882581e-08]
Orphanet:168451	medium	02-disease-root	[0.0008927172475988989, 0.9991072556223414, 2.713005990752019e-08]
Orphanet:168486	high	01-disease-subtype	[0.9999992438664718, 7.501479845686451e-07, 5.9855436519878076e-09]
Orphanet:168552	high	01-disease-subtype	[0.9972558573827549, 0.0027425811842684655, 1.561432976566181e-06]
Orphanet:168558	high	01-disease-subtype	[0.999934432323533, 6.556569321941481e-05, 1.9832476402290426e-09]
Orphanet:168563	high	01-disease-subtype	[0.9997786117440568, 0.0002212304993913268, 1.5775655193798087e-07]
Orphanet:168566	high	01-disease-subtype	[0.9975710128660432, 0.0024288621675542257, 1.2496640261134628e-07]
Orphanet:168572	high	01-disease-subtype	[0.999193769401904, 0.000806206969409785, 2.3628686182676064e-08]
Orphanet:168588	medium	02-disease-root	[0.0026595217252846724, 0.9973404448255285, 3.344918688079336e-08]
Orphanet:168593	high	01-disease-subtype	[0.9999784996711424, 2.1149048012175473e-05, 3.5128084557960337e-07]
Orphanet:168598	high	01-disease-subtype	[0.9988917115368983, 0.0011078837378900972, 4.047252116983086e-07]
Orphanet:168609	high	01-disease-subtype	[0.9994550391228144, 0.0005449586766310467, 2.2005545851506067e-09]
Orphanet:168612	medium	02-disease-root	[0.0008248561099807397, 0.9991733975514561, 1.7463385629477884e-06]
Orphanet:168615	medium	02-disease-root	[0.001020166288430856, 0.9989753021046734, 4.531606895692531e-06]
Orphanet:168778	low	03-disease-area	[3.753552454754965e-05, 0.0015830945309541573, 0.9983793699444984]
Orphanet:169095	medium	02-disease-root	[0.0010644878168076168, 0.9989325754287838, 2.9367544085016597e-06]
Orphanet:169142	medium	02-disease-root	[0.0022024011622811673, 0.9977971878622224, 4.109754964880386e-07]
Orphanet:169150	high	01-disease-subtype	[0.9988712273270729, 0.0011280519678503133, 7.207050768694589e-07]
Orphanet:169346	low	03-disease-area	[6.035972562753198e-07, 0.0010299124786133144, 0.9989694839241304]
Orphanet:169355	low	03-disease-area	[0.0008967339727784946, 0.0005750219888317384, 0.9985282440383898]
Orphanet:169361	low	03-disease-area	[1.4794756527670238e-07, 4.803058815425088e-05, 0.9999518214642804]
Orphanet:169443	low	03-disease-area	[0.0014737526119683814, 0.0016976732868123844, 0.9968285741012192]
Orphanet:169446	high	01-disease-subtype	[0.9986294241751551, 0.0010655993079843205, 0.00030497651686058644]
Orphanet:17	high	01-disease-subtype	[0.9990813718722308, 0.0009179749759655347, 6.531518036378508e-07]
Orphanet:170	high	01-disease-subtype	[0.9979985336991513, 0.002000669844350664, 7.964564980056384e-07]
Orphanet:171445	high	01-disease-subtype	[0.9999458737010247, 5.316027317191141e-05, 9.660258032072919e-07]
Orphanet:171607	high	01-disease-subtype	[0.9996585514570026, 0.000341406078182918, 4.246481443325571e-08]
Orphanet:171612	high	01-disease-subtype	[0.9999912507492843, 8.748270055531045e-06, 9.806602384021872e-10]
Orphanet:171617	high	01-disease-subtype	[0.9999816892105609, 1.8308526264862328e-05, 2.2631742594774693e-09]
Orphanet:171622	high	01-disease-subtype	[0.9999393674185753, 6.063006358808532e-05, 2.5178367726472815e-09]
Orphanet:171629	high	01-disease-subtype	[0.9998364230264498, 0.00016356129929790094, 1.5674252439070685e-08]
Orphanet:171703	high	01-disease-subtype	[0.9989326441421928, 0.0010672025732329543, 1.5328457419793892e-07]
Orphanet:171719	medium	02-disease-root	[0.0010080570287511227, 0.9989839917882206, 7.951183028304408e-06]
Orphanet:171723	high	01-disease-subtype	[0.9999926427135555, 7.3539288827682356e-06, 3.357561779372694e-09]
Orphanet:171836	high	01-disease-subtype	[0.9992239198318944, 0.0007759982978587505, 8.187024699706831e-08]
