identifier	precision	rs_classification	probas
MONDO:0008753	high	01-disease-subtype	[0.9993205024535078, 0.0006794974076533342, 1.3883899950443323e-10]
MONDO:0008754	medium	02-disease-root	[0.0005799040045023238, 0.9994200932321533, 2.7633445174518924e-09]
MONDO:0008755	high	01-disease-subtype	[0.9986803348879104, 0.001319657048128425, 8.063961134747035e-09]
MONDO:0008756	medium	02-disease-root	[5.6518379310972185e-06, 0.9999943434940369, 4.668031963790723e-09]
MONDO:0008757	high	01-disease-subtype	[0.9997963666161103, 0.00020363309170269852, 2.921870910563227e-10]
MONDO:0008758	high	01-disease-subtype	[0.999939220007808, 6.077957837817016e-05, 4.1381379085078123e-10]
MONDO:0008759	high	01-disease-subtype	[0.9996348360721791, 0.0003650526841346875, 1.11243686212634e-07]
MONDO:0008760	high	01-disease-subtype	[0.9999835164110072, 1.648353872922147e-05, 5.026353129128003e-11]
MONDO:0008762	high	01-disease-subtype	[0.9999056913753072, 9.430369376002777e-05, 4.930932975496227e-09]
MONDO:0008763	medium	02-disease-root	[0.0014540398151598874, 0.9985459573818872, 2.8029527966307546e-09]
MONDO:0008766	medium	02-disease-root	[0.00039153439310461095, 0.9996084501376498, 1.5469245653225234e-08]
MONDO:0008767	high	01-disease-subtype	[0.9999575627817575, 4.242324462523744e-05, 1.3973617271006033e-08]
MONDO:0008768	high	01-disease-subtype	[0.9999992077001787, 7.857749244544707e-07, 6.524896814223444e-09]
MONDO:0008769	high	01-disease-subtype	[0.9999998444729836, 1.549938101208295e-07, 5.332062869950696e-10]
MONDO:0008771	high	01-disease-subtype	[0.9988559774415239, 0.0011440220859132678, 4.725629439916306e-10]
MONDO:0008774	high	01-disease-subtype	[0.9999843440974806, 1.5655162347058453e-05, 7.401722334771543e-10]
MONDO:0008777	high	01-disease-subtype	[0.9998271398652796, 0.00017285863001217605, 1.5047082071567614e-09]
MONDO:0008780	high	01-disease-subtype	[0.9999965973496789, 3.402627038855189e-06, 2.3282135880908343e-11]
MONDO:0008783	high	01-disease-subtype	[0.998790642369605, 0.0012093400236626586, 1.7606732334602384e-08]
MONDO:0008787	high	01-disease-subtype	[0.9996134747417881, 0.0003864731830441758, 5.2075167711341073e-08]
MONDO:0008788	high	01-disease-subtype	[0.9996845543578771, 0.00031544476446821417, 8.77654815477133e-10]
MONDO:0008791	high	01-disease-subtype	[0.9996664314421839, 0.0003335678005440401, 7.572719951818839e-10]
MONDO:0008792	medium	02-disease-root	[2.3780551876998808e-06, 0.9999975609464355, 6.099837671237638e-08]
MONDO:0008795	high	01-disease-subtype	[0.9979409963583973, 0.0020590028766599043, 7.649427172000119e-10]
MONDO:0008796	high	01-disease-subtype	[0.9994161545544515, 0.0005838070468970095, 3.8398651550300884e-08]
MONDO:0008797	medium	02-disease-root	[0.0013624753528290717, 0.9986375133649705, 1.1282200565938672e-08]
MONDO:0008798	high	01-disease-subtype	[0.9993276753712749, 0.0006723147900495392, 9.838675539637162e-09]
MONDO:0008799	high	01-disease-subtype	[0.9996668601605746, 0.0003331364639230893, 3.3755023962036564e-09]
MONDO:0008800	medium	02-disease-root	[0.0020597503631071107, 0.9979402254692725, 2.4167620223489104e-08]
MONDO:0008803	high	01-disease-subtype	[0.9993549422147238, 0.0006450576632913009, 1.2198495783676119e-10]
MONDO:0008806	medium	02-disease-root	[0.000985101995520493, 0.9990146476734321, 2.5033104754467123e-07]
MONDO:0008808	high	01-disease-subtype	[0.9992536338805725, 0.0007463112228102227, 5.4896617347843753e-08]
MONDO:0008809	high	01-disease-subtype	[0.9988196988803658, 0.0011802846426672055, 1.6476966981031324e-08]
MONDO:0008810	high	01-disease-subtype	[0.9996917225047863, 0.0003082733705325271, 4.1246812479422e-09]
MONDO:0008812	high	01-disease-subtype	[0.9986079016159974, 0.0013919056602739277, 1.9272372848420876e-07]
MONDO:0008813	medium	02-disease-root	[0.0004129911713948203, 0.9995867792824973, 2.295461079525487e-07]
MONDO:0008814	high	01-disease-subtype	[0.9999993882921221, 6.113968251039411e-07, 3.110527426578527e-10]
MONDO:0008815	high	01-disease-subtype	[0.9997819048896077, 0.00021809408925776595, 1.0211344032100426e-09]
MONDO:0008816	high	01-disease-subtype	[0.9993089777271189, 0.0006910158115151471, 6.4613659548489244e-09]
MONDO:0008818	medium	02-disease-root	[0.00391220693386848, 0.9960877547494446, 3.8316686779071534e-08]
MONDO:0008823	high	01-disease-subtype	[0.999270378457715, 0.0007191930094926181, 1.0428532792420563e-05]
MONDO:0008824	medium	02-disease-root	[9.566028823847562e-05, 0.999852427137294, 5.191257446732922e-05]
MONDO:0008825	high	01-disease-subtype	[0.998912451453984, 0.0010872889998454515, 2.5954617052357075e-07]
MONDO:0008826	high	01-disease-subtype	[0.9989113812211511, 0.0010882038704123009, 4.1490843661345005e-07]
MONDO:0008827	high	01-disease-subtype	[0.9999775228036792, 2.247676564235105e-05, 4.306785663755896e-10]
MONDO:0008830	medium	02-disease-root	[0.0027304663989887374, 0.9972695287074762, 4.893535107215701e-09]
MONDO:0008832	high	01-disease-subtype	[0.9989659699183127, 0.00103294663244934, 1.0834492380890219e-06]
MONDO:0008838	high	01-disease-subtype	[0.9960667705431879, 0.003933202124109603, 2.7332702559742197e-08]
MONDO:0008840	medium	02-disease-root	[0.001498519147779145, 0.9985014335425054, 4.730971548586666e-08]
MONDO:0008842	high	01-disease-subtype	[0.9985292447219968, 0.0014707540960548118, 1.181948550979003e-09]
MONDO:0008843	high	01-disease-subtype	[0.9975312445918146, 0.002466181438785194, 2.573969400038969e-06]
MONDO:0008846	high	01-disease-subtype	[0.9999245333501889, 7.54665942736752e-05, 5.5537290129203986e-11]
MONDO:0008847	medium	02-disease-root	[0.0011259246800074338, 0.9988740739486724, 1.3713200261739138e-09]
MONDO:0008848	medium	02-disease-root	[1.255663581469232e-05, 0.9991322802712227, 0.0008551630929626015]
MONDO:0008849	high	01-disease-subtype	[0.9970979974973119, 0.0029018902905010883, 1.1221218684089006e-07]
MONDO:0008850	medium	02-disease-root	[0.0001362912115621875, 0.9998636431108773, 6.567756050650742e-08]
MONDO:0008853	high	01-disease-subtype	[0.9999905754727663, 9.424486772851358e-06, 4.0460727619213165e-11]
MONDO:0008855	medium	02-disease-root	[0.0009638726710622032, 0.9990361147274599, 1.2601477774734473e-08]
MONDO:0008857	medium	02-disease-root	[0.00042288488568597546, 0.9995768872302689, 2.2788404500220656e-07]
MONDO:0008858	medium	02-disease-root	[0.0006098762721533182, 0.9993901181109629, 5.616883872391786e-09]
MONDO:0008862	high		[0.9728155221710953, 0.027184398464344096, 7.936456059421484e-08]
MONDO:0008863	medium	02-disease-root	[0.0004027657799295456, 0.9995972206965839, 1.3523486548215854e-08]
MONDO:0008864	medium	02-disease-root	[0.0013544541803408028, 0.9986453787404292, 1.670792298926796e-07]
MONDO:0008865	medium	02-disease-root	[0.0013559491130394868, 0.9986440502788706, 6.080898872472681e-10]
MONDO:0008867	high	01-disease-subtype	[0.9990869331075412, 0.0009130667011837504, 1.9127522186168716e-10]
MONDO:0008869	high	01-disease-subtype	[0.999890780043651, 0.00010921512931528803, 4.827033850149017e-09]
MONDO:0008870	medium	02-disease-root	[0.0003292984271931816, 0.9996707010975774, 4.752294181033302e-10]
MONDO:0008872	high	01-disease-subtype	[0.9999772732348186, 2.2724986723766724e-05, 1.7784575356703583e-09]
MONDO:0008874	medium	02-disease-root	[0.00015613659048821718, 0.999839968592958, 3.894816553806985e-06]
MONDO:0008875	medium	02-disease-root	[0.002607211537041687, 0.9973927465679719, 4.189498639429142e-08]
MONDO:0008876	high	01-disease-subtype	[0.9991181621605677, 0.0008818357826294721, 2.056802882116492e-09]
MONDO:0008877	high	01-disease-subtype	[0.998918375249298, 0.0010816245718390694, 1.788628068142151e-10]
MONDO:0008878	medium	02-disease-root	[0.000713093285644875, 0.9992868972789429, 9.435412330829293e-09]
MONDO:0008879	medium	02-disease-root	[0.0018641719207150422, 0.9981358253153647, 2.7639201562915764e-09]
MONDO:0008881	high	01-disease-subtype	[0.9981690805121496, 0.001830915058814283, 4.4290361019554395e-09]
MONDO:0008882	high	01-disease-subtype	[0.9995566463090354, 0.00044335305249401804, 6.384705289815946e-10]
MONDO:0008884	medium	02-disease-root	[0.0001541625567749769, 0.9998458296508015, 7.792423633072673e-09]
MONDO:0008885	medium	02-disease-root	[0.0006331591853642072, 0.9993667540645306, 8.675010531810664e-08]
MONDO:0008887	high	01-disease-subtype	[0.9999513341151878, 4.866581757392009e-05, 6.723821765443515e-11]
MONDO:0008891	medium	02-disease-root	[3.0447900551684123e-06, 0.9999969449444905, 1.0265454207611247e-08]
MONDO:0008892	high	01-disease-subtype	[0.9999998419770723, 1.580185673611309e-07, 4.360303864757689e-12]
MONDO:0008893	medium	02-disease-root	[0.002136257978378187, 0.9978637298775836, 1.214403815610618e-08]
MONDO:0008894	high	01-disease-subtype	[0.9972161671069475, 0.0027836531782475097, 1.7971480496014795e-07]
MONDO:0008895	medium	02-disease-root	[0.00035796885052316645, 0.9996406041221013, 1.4270273755850077e-06]
MONDO:0008896	high	01-disease-subtype	[0.9995882671743817, 0.00041173253248379555, 2.931345676032448e-10]
MONDO:0008898	high	01-disease-subtype	[0.9967051896911902, 0.003294771279387717, 3.902942210994523e-08]
MONDO:0008899	high	01-disease-subtype	[0.9982997424882509, 0.0017002364315412883, 2.1080207909812165e-08]
MONDO:0008901	medium	02-disease-root	[0.0005804861442761134, 0.9994194748352706, 3.902045321733588e-08]
MONDO:0008903	medium	02-disease-root	[0.00024600498766092155, 0.9977359664606593, 0.002018028551679686]
MONDO:0008907	high	01-disease-subtype	[0.9994812640922972, 0.0005184804815608617, 2.5542614207761684e-07]
MONDO:0008908	high	01-disease-subtype	[0.9989755864776325, 0.0010243471744888612, 6.634787862647993e-08]
MONDO:0008913	medium	02-disease-root	[0.00166981107014762, 0.998284371129343, 4.5817800509491565e-05]
MONDO:0008915	medium	02-disease-root	[0.001661429968912024, 0.9983380921456877, 4.778854002925551e-07]
MONDO:0008917	medium	02-disease-root	[0.0015683306039735356, 0.9984315517065574, 1.1768946919654037e-07]
MONDO:0008918	high	01-disease-subtype	[0.999997716240437, 2.283734744833083e-06, 2.4818335652507874e-11]
MONDO:0008919	high	01-disease-subtype	[0.9995880031782082, 0.00041199658332396224, 2.384677310941543e-10]
MONDO:0008921	high	01-disease-subtype	[0.9997348503717574, 0.0002651485811244469, 1.0471182898354792e-09]
MONDO:0008922	high	01-disease-subtype	[0.9990701939867032, 0.0009297845089172421, 2.1504379539079707e-08]
MONDO:0008923	high	01-disease-subtype	[0.9990338448627719, 0.0009661550856364296, 5.159160828418287e-11]
MONDO:0008924	high	01-disease-subtype	[0.9991511225678322, 0.0008488694220628922, 8.010104965679443e-09]
MONDO:0008925	high	01-disease-subtype	[0.9999840540842221, 1.5945797797555477e-05, 1.1798049896489856e-10]
MONDO:0008926	medium	02-disease-root	[5.24390682505582e-06, 0.999994543177517, 2.1291565781605724e-07]
MONDO:0008928	medium	02-disease-root	[0.0007279416775019004, 0.9992720358114119, 2.2511086182554192e-08]
MONDO:0008931	medium	02-disease-root	[0.001283555676009603, 0.998716424351859, 1.9972131422657447e-08]
MONDO:0008934	medium	02-disease-root	[0.00044572353664387824, 0.999554166273368, 1.1018998827013025e-07]
MONDO:0008935	medium	02-disease-root	[0.0015451204135151532, 0.9984548717383543, 7.848130384611154e-09]
MONDO:0008938	high	01-disease-subtype	[0.9999121946255075, 8.780528913235122e-05, 8.536031596856806e-11]
MONDO:0008939	high	01-disease-subtype	[0.9982100227200509, 0.00178659430146496, 3.3829784843148328e-06]
MONDO:0008941	high	01-disease-subtype	[0.998137241887593, 0.0018625887141872184, 1.693982196757447e-07]
MONDO:0008943	high	01-disease-subtype	[0.9999861511653395, 1.3653783226066246e-05, 1.950514345513863e-07]
MONDO:0008947	medium	02-disease-root	[0.00047508615965796865, 0.9995223121605026, 2.6016798393660993e-06]
MONDO:0008948	high	01-disease-subtype	[0.9999490746286995, 5.092350243277509e-05, 1.868867688662094e-09]
MONDO:0008953	high		[0.9996163280978235, 0.00038364699879571537, 2.4903380672077204e-08]
MONDO:0008954	high		[0.9915908779352355, 0.008407315360215504, 1.8067045491562086e-06]
MONDO:0008959	medium	02-disease-root	[0.001500549029132544, 0.9984981837188376, 1.2672520300173855e-06]
MONDO:0008960	medium	02-disease-root	[0.0017165894324419268, 0.9982833629270331, 4.764052497332275e-08]
MONDO:0008961	high	01-disease-subtype	[0.9999999385418841, 6.140614568345407e-08, 5.197025848703368e-11]
MONDO:0008962	high	01-disease-subtype	[0.9999612184519381, 3.878091101691497e-05, 6.370451062979682e-10]
MONDO:0008963	high	01-disease-subtype	[0.9995385358392046, 0.00046145841270335607, 5.748091803404036e-09]
MONDO:0008964	high	01-disease-subtype	[0.9999867469643131, 1.3242422007611217e-05, 1.0613679464391903e-08]
MONDO:0008965	medium	02-disease-root	[0.0019048299505589677, 0.9980951281857983, 4.1863642752491353e-08]
MONDO:0008966	high	01-disease-subtype	[0.999706322360782, 0.0002936511458932252, 2.6493324769300838e-08]
MONDO:0008967	high	01-disease-subtype	[0.999996137233837, 3.8060989285629375e-06, 5.666723454290872e-08]
MONDO:0008970	medium	02-disease-root	[0.0023267746912124724, 0.9976732248669468, 4.4184090403753203e-10]
MONDO:0008972	high	01-disease-subtype	[0.9995428105391325, 0.00045693165260240576, 2.578082649450307e-07]
MONDO:0008973	high	01-disease-subtype	[0.9982165877589231, 0.001783234932598205, 1.7730847869884512e-07]
MONDO:0008974	high	01-disease-subtype	[0.9999536968598541, 4.630225324004086e-05, 8.869059745880125e-10]
MONDO:0008975	medium	02-disease-root	[2.3208053046432123e-06, 0.9999976425069319, 3.668776336417543e-08]
MONDO:0008978	high	01-disease-subtype	[0.9990189631899281, 0.0009809660328149769, 7.077725704165833e-08]
MONDO:0008979	high	01-disease-subtype	[0.9982627117063434, 0.0017350348829532117, 2.2534107032887373e-06]
MONDO:0008980	medium	02-disease-root	[0.0012821782173737055, 0.9987177395638231, 8.221880305879527e-08]
MONDO:0008982	medium	02-disease-root	[6.646806638739214e-07, 0.9999993347596374, 5.596986085314598e-10]
MONDO:0008988	high	01-disease-subtype	[0.9999938501735366, 6.144312946863518e-06, 5.513516488317244e-09]
MONDO:0008990	high	01-disease-subtype	[0.9991525059226903, 0.0008460539118533127, 1.440165456250705e-06]
MONDO:0008991	medium	02-disease-root	[0.00015168498240068632, 0.999848306623269, 8.394330206195063e-09]
MONDO:0008992	medium	02-disease-root	[0.002410029779782338, 0.9975899665455193, 3.674698380934674e-09]
MONDO:0008993	medium	02-disease-root	[1.926603255824459e-06, 0.9999978658441879, 2.0755255627813183e-07]
MONDO:0008995	medium	02-disease-root	[0.00011104934057574378, 0.9998826367198506, 6.313939573875774e-06]
MONDO:0008998	high	01-disease-subtype	[0.9993351467843179, 0.0006648526240363927, 5.916457312143957e-10]
MONDO:0008999	high	01-disease-subtype	[0.9986393224746203, 0.0013606477232425912, 2.980213717805814e-08]
MONDO:0009000	medium	02-disease-root	[0.0009255987326043471, 0.9990743732960061, 2.797138972686375e-08]
MONDO:0009001	medium	02-disease-root	[0.0005294400890271754, 0.9994704448603026, 1.1505067023582286e-07]
MONDO:0009007	medium	02-disease-root	[0.0004653875798391439, 0.999534196977719, 4.1544244189675514e-07]
MONDO:0009008	medium	02-disease-root	[0.00015784159145473047, 0.9998421310219866, 2.7386558834917677e-08]
MONDO:0009009	medium	02-disease-root	[0.0011063035018444613, 0.998892920459253, 7.760389022843555e-07]
MONDO:0009012	high	01-disease-subtype	[0.9979737050244885, 0.001989443361168331, 3.685161434315607e-05]
MONDO:0009015	high	01-disease-subtype	[0.9981232206548901, 0.0018767002177929918, 7.912731683272187e-08]
MONDO:0009018	high	01-disease-subtype	[0.9999535273386865, 4.647242053351834e-05, 2.4077995078696465e-10]
MONDO:0009019	high	01-disease-subtype	[0.9997514403691514, 0.00024855958031931, 5.0529195391018906e-11]
MONDO:0009020	high	01-disease-subtype	[0.99942349633999, 0.0005765035926982036, 6.731165126771569e-11]
MONDO:0009021	medium	02-disease-root	[0.00047010561159097287, 0.9995298775765854, 1.6811823508368547e-08]
MONDO:0009024	medium	02-disease-root	[0.001201884847376302, 0.998798034641262, 8.051136153683358e-08]
MONDO:0009025	high	01-disease-subtype	[0.9998775243869965, 0.00012247537436843708, 2.386352381161193e-10]
MONDO:0009026	high	01-disease-subtype	[0.9985848745477881, 0.0014151214077977893, 4.04441405150361e-09]
MONDO:0009028	medium	02-disease-root	[2.103291275228857e-05, 0.9999783901843775, 5.769028703328909e-07]
MONDO:0009031	high	01-disease-subtype	[0.9983031217665419, 0.0016968774263810599, 8.070770468478264e-10]
MONDO:0009032	medium	02-disease-root	[8.35530431413114e-05, 0.9999164468021159, 1.5474282038521142e-10]
MONDO:0009033	medium	02-disease-root	[0.0005084876534342074, 0.999491510774163, 1.572402665510045e-09]
MONDO:0009034	medium	02-disease-root	[0.00020448408364817959, 0.999789048783677, 6.4671326748145145e-06]
MONDO:0009036	medium	02-disease-root	[0.0016958452225616372, 0.9983041526335592, 2.143879270268049e-09]
MONDO:0009038	medium	02-disease-root	[0.0009224017199383618, 0.9990775943296866, 3.950375108829368e-09]
MONDO:0009039	medium	02-disease-root	[0.0026513294286687216, 0.9973486704044043, 1.6692696318204185e-10]
MONDO:0009042	medium	02-disease-root	[0.001373324727408208, 0.9986266579596116, 1.7312980175036752e-08]
MONDO:0009043	high	01-disease-subtype	[0.9973542402955016, 0.0013076109551231209, 0.001338148749375363]
MONDO:0009044	high	01-disease-subtype	[0.9993732414365952, 0.0006262977485974962, 4.6081480737100157e-07]
MONDO:0009045	medium	02-disease-root	[6.043220362573792e-06, 0.9999938337274619, 1.2305217559970198e-07]
MONDO:0009046	medium	02-disease-root	[2.7209324583346613e-05, 0.9999727900629669, 6.124497510399413e-10]
MONDO:0009053	high	01-disease-subtype	[0.9993341677531987, 0.00066582752279077, 4.7240106143118e-09]
MONDO:0009054	high	01-disease-subtype	[0.9999674331757303, 3.2566449945478865e-05, 3.743240920911321e-10]
MONDO:0009058	medium	02-disease-root	[0.001839826402565325, 0.9981601580333191, 1.556411566195026e-08]
MONDO:0009061	medium	02-disease-root	[0.002097574698346741, 0.9979024095224829, 1.5779170406149178e-08]
MONDO:0009062	medium	02-disease-root	[0.002157322107927861, 0.9978426061851428, 7.170692933335927e-08]
MONDO:0009063	medium	02-disease-root	[4.660252473922987e-06, 0.9999064714236848, 8.886832384128474e-05]
MONDO:0009064	high	01-disease-subtype	[0.9995163581999993, 0.00048362303294504104, 1.8767055802995952e-08]
MONDO:0009067	high	01-disease-subtype	[0.9997267112614036, 0.00027326880072066904, 1.99378757423461e-08]
MONDO:0009068	high	01-disease-subtype	[0.9984972261499239, 0.001454216961687536, 4.855688838867168e-05]
MONDO:0009069	high	01-disease-subtype	[0.9999101884408209, 8.981134044008405e-05, 2.187389202043453e-10]
MONDO:0009070	medium	02-disease-root	[6.066828399473177e-05, 0.999939318821525, 1.28944803835633e-08]
MONDO:0009071	medium	02-disease-root	[0.001660191768561502, 0.9983397648741806, 4.3357257914985916e-08]
MONDO:0009074	medium	02-disease-root	[5.021696111936534e-05, 0.9999494766096918, 3.0642918869691874e-07]
MONDO:0009075	medium	02-disease-root	[7.179963726648634e-06, 0.9999924406495982, 3.79386675142971e-07]
MONDO:0009079	high	01-disease-subtype	[0.9995174470986157, 0.00048255284646852155, 5.4915686365256554e-11]
MONDO:0009080	medium	02-disease-root	[0.00182208993360819, 0.9981778973347635, 1.273162816782424e-08]
MONDO:0009082	medium	02-disease-root	[4.3568599334855765e-05, 0.9999554331603498, 9.982403153959331e-07]
MONDO:0009084	medium	02-disease-root	[0.0003602316060244877, 0.9996397137335874, 5.466038810632474e-08]
MONDO:0009085	medium	02-disease-root	[3.424025937798254e-06, 0.9999964650624407, 1.1091162154132155e-07]
MONDO:0009086	medium	02-disease-root	[8.778010235370324e-06, 0.9999910403533501, 1.8163641450160922e-07]
MONDO:0009089	medium	02-disease-root	[0.0001492655283927552, 0.9998457721033207, 4.962368286546795e-06]
MONDO:0009091	high	01-disease-subtype	[0.9995966338772774, 0.00040290147385549396, 4.6464886701385263e-07]
MONDO:0009092	medium	02-disease-root	[0.0005512639011412229, 0.9994487264353101, 9.663548525394982e-09]
MONDO:0009094	high	01-disease-subtype	[0.9984249988598795, 0.001574995061551582, 6.078569000490485e-09]
MONDO:0009095	medium	02-disease-root	[0.0009415207386213651, 0.9990582508719404, 2.2838943815256593e-07]
MONDO:0009097	high	01-disease-subtype	[0.9999652610497529, 3.472281697960295e-05, 1.613326753581937e-08]
MONDO:0009099	medium	02-disease-root	[0.00032849301042376023, 0.9996714779775671, 2.9012009135586938e-08]
MONDO:0009104	medium	02-disease-root	[0.0009188296445477892, 0.9990811686525081, 1.7029440818252107e-09]
MONDO:0009105	medium	02-disease-root	[0.0007257402757833942, 0.9992742567594746, 2.964741916545563e-09]
MONDO:0009106	medium	02-disease-root	[0.0004861550805794031, 0.9995138367497126, 8.169708073748552e-09]
MONDO:0009107	medium	02-disease-root	[0.0012424201742406648, 0.9987575798031025, 2.2656735159104573e-11]
MONDO:0009108	high	01-disease-subtype	[0.9972507819885102, 0.002748986111795514, 2.3189969440226588e-07]
MONDO:0009109	high	01-disease-subtype	[0.998375938365189, 0.0016240615865316134, 4.827936017335386e-11]
MONDO:0009110	high	01-disease-subtype	[0.9991771710250386, 0.000822828277169925, 6.977915257155524e-10]
MONDO:0009111	high	01-disease-subtype	[0.9994622328849412, 0.0005377508763721246, 1.6238686679709212e-08]
MONDO:0009112	high	01-disease-subtype	[0.9999980899762917, 1.909967101740305e-06, 5.66065663054327e-11]
MONDO:0009113	high	01-disease-subtype	[0.9995268770515744, 0.00047312204808375044, 9.00341865852292e-10]
MONDO:0009114	high	01-disease-subtype	[0.9985992428557361, 0.0013990885368223712, 1.6686074414564235e-06]
MONDO:0009115	medium	02-disease-root	[0.0027993509876993662, 0.9972006262455083, 2.2766792246235665e-08]
MONDO:0009120	high	01-disease-subtype	[0.9995118668867764, 0.00048810740973249944, 2.5703491021308e-08]
MONDO:0009121	medium	02-disease-root	[0.00011590107067781323, 0.9998840593507837, 3.9578538613413496e-08]
MONDO:0009123	high	01-disease-subtype	[0.999670698881961, 0.0003293009805727474, 1.374663798568915e-10]
MONDO:0009124	medium	02-disease-root	[0.0037161622629472697, 0.9962837658085847, 7.192846792702319e-08]
MONDO:0009126	high	01-disease-subtype	[0.9984964377455194, 0.0015035361992724828, 2.6055207942374053e-08]
MONDO:0009128	medium	02-disease-root	[6.664151846841754e-06, 0.9999923677990776, 9.680490753914164e-07]
MONDO:0009130	high	01-disease-subtype	[0.9984434427584554, 0.0015565381685987028, 1.9072945985888478e-08]
MONDO:0009131	high	01-disease-subtype	[0.9991343322594907, 0.0008656672669905353, 4.735187846153412e-10]
MONDO:0009133	medium	02-disease-root	[0.0006722229396938304, 0.999327693632345, 8.342796118599426e-08]
MONDO:0009134	high	01-disease-subtype	[0.9997793276564715, 0.00022067208200836791, 2.6152009312540964e-10]
MONDO:0009138	high	01-disease-subtype	[0.9984559501073915, 0.0015440488996598053, 9.929486494559777e-10]
MONDO:0009139	high	01-disease-subtype	[0.9986678746067705, 0.0013321242714689643, 1.1217605202007676e-09]
MONDO:0009140	high	01-disease-subtype	[0.9991704882898821, 0.0008295116416885992, 6.842924733733368e-11]
MONDO:0009141	high	01-disease-subtype	[0.9999926003612092, 7.3984449488524685e-06, 1.193841957641639e-09]
MONDO:0009145	high	01-disease-subtype	[0.9997405708971057, 0.0002594289321455692, 1.707486719299389e-10]
MONDO:0009146	medium	02-disease-root	[0.0012184715194971814, 0.9987815095508342, 1.8929668490050327e-08]
MONDO:0009148	high	01-disease-subtype	[0.9983036556551386, 0.0016960147506914476, 3.2959417001349246e-07]
MONDO:0009149	medium	02-disease-root	[0.0009921446166863712, 0.99900746133412, 3.9404919366262127e-07]
MONDO:0009150	high	01-disease-subtype	[0.9989394356818047, 0.0010603773895640958, 1.8692863123811634e-07]
MONDO:0009151	high	01-disease-subtype	[0.9980301607736332, 0.001969400043228544, 4.391831382653765e-07]
MONDO:0009155	medium	02-disease-root	[0.0017353051506190525, 0.9982611778602604, 3.5169891206758466e-06]
MONDO:0009156	medium	02-disease-root	[0.00010963827995967192, 0.999886973095979, 3.3886240615843722e-06]
MONDO:0009158	high	01-disease-subtype	[0.9998373188349263, 0.00016268000172114618, 1.1633523990507596e-09]
MONDO:0009159	high	01-disease-subtype	[0.9992167313811365, 0.0007815683984526016, 1.7002204109157095e-06]
MONDO:0009161	high	01-disease-subtype	[0.9979261591516314, 0.00207372118853775, 1.1965983092905387e-07]
MONDO:0009162	high	01-disease-subtype	[0.9993420572306352, 0.0006579372284885047, 5.540876118799619e-09]
MONDO:0009166	high	01-disease-subtype	[0.9990149713811728, 0.0009850247251316836, 3.893695470486293e-09]
MONDO:0009167	medium	02-disease-root	[0.000917924986786568, 0.9990817208418094, 3.541714040980844e-07]
MONDO:0009168	medium	02-disease-root	[0.0001957492179202295, 0.9997987681533322, 5.482628747538059e-06]
MONDO:0009173	medium	02-disease-root	[0.00026675306357401633, 0.9997299642018483, 3.2827345775690718e-06]
MONDO:0009176	medium	02-disease-root	[1.0259091311406117e-05, 0.9999895857385989, 1.5517008974902778e-07]
MONDO:0009177	high	01-disease-subtype	[0.9999334582202349, 6.654175990827682e-05, 1.9856890053877438e-11]
MONDO:0009179	high	01-disease-subtype	[0.9999838076487746, 1.619220386590041e-05, 1.4735957044299318e-10]
MONDO:0009180	high	01-disease-subtype	[0.9999920814758981, 7.900380607606608e-06, 1.814349422866691e-08]
MONDO:0009181	high	01-disease-subtype	[0.9999996716510905, 3.282171399472783e-07, 1.3176948666629535e-10]
MONDO:0009182	high	01-disease-subtype	[0.9999992894564415, 7.096847762603419e-07, 8.587821902683624e-10]
MONDO:0009183	high	01-disease-subtype	[0.9999955932449469, 4.406736572495101e-06, 1.848062655878037e-11]
MONDO:0009185	medium	02-disease-root	[0.001951183014093017, 0.9980488157992912, 1.1866157801316108e-09]
MONDO:0009188	high	01-disease-subtype	[0.9972838928691478, 0.002716089473915377, 1.765693693671214e-08]
MONDO:0009189	high	01-disease-subtype	[0.9997591294127733, 0.00024087050541540724, 8.181122546009174e-11]
MONDO:0009191	high	01-disease-subtype	[0.9983506244053371, 0.001649373296433646, 2.2982293571829796e-09]
MONDO:0009192	high	01-disease-subtype	[0.999175388431239, 0.0008246098005472182, 1.7682136812230964e-09]
MONDO:0009196	medium	02-disease-root	[1.091078870236888e-05, 0.9999865225573276, 2.5666539701758225e-06]
MONDO:0009198	medium	02-disease-root	[0.00026841585346266337, 0.9997289190999867, 2.665046550406534e-06]
MONDO:0009200	medium	02-disease-root	[5.582443590176066e-05, 0.9999360159685778, 8.159595520276959e-06]
MONDO:0009203	high	01-disease-subtype	[0.9998648076062018, 0.0001345217044764847, 6.706893217806285e-07]
MONDO:0009204	medium	02-disease-root	[0.002901737741068165, 0.9970982532325381, 9.026393752583492e-09]
MONDO:0009205	medium	02-disease-root	[6.098811607290744e-05, 0.9999390050076464, 6.876280735866765e-09]
MONDO:0009206	high	01-disease-subtype	[0.9999393546197426, 5.9864931376139124e-05, 7.804488813868209e-07]
MONDO:0009209	high	01-disease-subtype	[0.9979994072574494, 0.002000590960074201, 1.7824763552902542e-09]
MONDO:0009210	high	01-disease-subtype	[0.9985923163915793, 0.001407675714285382, 7.894135230168171e-09]
MONDO:0009211	high	01-disease-subtype	[0.9999876989582183, 1.2300941378388281e-05, 1.0040326275454334e-10]
MONDO:0009212	high	01-disease-subtype	[0.9990065562632234, 0.0009934433747107567, 3.6206575806626597e-10]
